,table,column,bins,table_column
0,dbgen_version,dv_version,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",dbgen_version.dv_version
1,dbgen_version,dv_create_date,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",dbgen_version.dv_create_date
2,dbgen_version,dv_create_time,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",dbgen_version.dv_create_time
3,dbgen_version,dv_cmdline_args,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",dbgen_version.dv_cmdline_args
4,customer_address,ca_address_id,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_address_id
5,customer_address,ca_address_sk,"[1.0000000e+00 2.7609800e+03 5.5209600e+03 8.2809400e+03 1.1040920e+04
 1.3800900e+04 1.6560880e+04 1.9320860e+04 2.2080840e+04 2.4840820e+04
 2.7600800e+04 3.0360780e+04 3.3120760e+04 3.5880740e+04 3.8640720e+04
 4.1400700e+04 4.4160680e+04 4.6920660e+04 4.9680640e+04 5.2440620e+04
 5.5200600e+04 5.7960580e+04 6.0720560e+04 6.3480540e+04 6.6240520e+04
 6.9000500e+04 7.1760480e+04 7.4520460e+04 7.7280440e+04 8.0040420e+04
 8.2800400e+04 8.5560380e+04 8.8320360e+04 9.1080340e+04 9.3840320e+04
 9.6600300e+04 9.9360280e+04 1.0212026e+05 1.0488024e+05 1.0764022e+05
 1.1040020e+05 1.1316018e+05 1.1592016e+05 1.1868014e+05 1.2144012e+05
 1.2420010e+05 1.2696008e+05 1.2972006e+05 1.3248004e+05 1.3524002e+05
 1.3800000e+05]",customer_address.ca_address_sk
6,customer_address,ca_suite_number,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_suite_number
7,customer_address,ca_street_type,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_street_type
8,customer_address,ca_county,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_county
9,customer_address,ca_location_type,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_location_type
10,customer_address,ca_zip,"[  601.    8654.   12898.   18370.   20499.   22808.   24536.   26668.
 28370.   29454.   30894.   32898.   34613.2  36668.   38354.   39391.
 40499.   42629.   44466.   46534.   48252.   49303.   50399.   51767.96
 53604.   55038.   56614.   58059.   59145.   60059.   61387.   62898.
 64338.   66060.   67752.   68721.   69454.   70499.   71933.   73951.
 75124.   76787.   78252.   79237.   80344.   83604.   86719.   89237.
 92293.   96787.   99981.  ]",customer_address.ca_zip
11,customer_address,ca_city,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_city
12,customer_address,ca_country,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_country
13,customer_address,ca_gmt_offset,"[-10.  -8.  -8.  -7.  -7.  -7.  -7.  -7.  -7.  -6.  -6.  -6.  -6.  -6.
  -6.  -6.  -6.  -6.  -6.  -6.  -6.  -6.  -6.  -6.  -6.  -6.  -6.  -6.
  -6.  -6.  -6.  -6.  -5.  -5.  -5.  -5.  -5.  -5.  -5.  -5.  -5.  -5.
  -5.  -5.  -5.  -5.  -5.  -5.  -5.  -5.  -5.]",customer_address.ca_gmt_offset
14,customer_address,ca_street_number,"[   1.   20.   40.   61.   81.  101.  121.  142.  162.  182.  202.  222.
  242.  261.  282.  301.  321.  341.  361.  381.  401.  421.  441.  461.
  481.  500.  520.  540.  560.  581.  600.  621.  641.  662.  682.  702.
  721.  741.  761.  781.  800.  821.  841.  861.  881.  900.  920.  941.
  961.  981. 1000.]",customer_address.ca_street_number
15,customer_address,ca_street_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_street_name
16,customer_address,ca_state,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_address.ca_state
17,customer_demographics,cd_dep_employed_count,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 3. 3.
 3. 3. 3. 3. 3. 4. 4. 4. 4. 4. 4. 4. 5. 5. 5. 5. 5. 5. 5. 6. 6. 6. 6. 6.
 6. 6. 6.]",customer_demographics.cd_dep_employed_count
18,customer_demographics,cd_dep_college_count,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 3. 3.
 3. 3. 3. 3. 3. 4. 4. 4. 4. 4. 4. 4. 5. 5. 5. 5. 5. 5. 5. 6. 6. 6. 6. 6.
 6. 6. 6.]",customer_demographics.cd_dep_college_count
19,customer_demographics,cd_demo_sk,"[1.00000000e+00 3.84169800e+04 7.68329600e+04 1.15248940e+05
 1.53664920e+05 1.92080900e+05 2.30496880e+05 2.68912860e+05
 3.07328840e+05 3.45744820e+05 3.84160800e+05 4.22576780e+05
 4.60992760e+05 4.99408740e+05 5.37824720e+05 5.76240700e+05
 6.14656680e+05 6.53072660e+05 6.91488640e+05 7.29904620e+05
 7.68320600e+05 8.06736580e+05 8.45152560e+05 8.83568540e+05
 9.21984520e+05 9.60400500e+05 9.98816480e+05 1.03723246e+06
 1.07564844e+06 1.11406442e+06 1.15248040e+06 1.19089638e+06
 1.22931236e+06 1.26772834e+06 1.30614432e+06 1.34456030e+06
 1.38297628e+06 1.42139226e+06 1.45980824e+06 1.49822422e+06
 1.53664020e+06 1.57505618e+06 1.61347216e+06 1.65188814e+06
 1.69030412e+06 1.72872010e+06 1.76713608e+06 1.80555206e+06
 1.84396804e+06 1.88238402e+06 1.92080000e+06]",customer_demographics.cd_demo_sk
20,customer_demographics,cd_gender,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_demographics.cd_gender
21,customer_demographics,cd_marital_status,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_demographics.cd_marital_status
22,customer_demographics,cd_education_status,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",customer_demographics.cd_education_status
